;date;icms_sp;igp_m;ibc_br;dias_uteis;igp_m_22;ibc_br_22;igp_m_21;ibc_br_21;igp_m_20;ibc_br_20;igp_m_19;ibc_br_19;igp_m_18;ibc_br_18;igp_m_17;ibc_br_17;igp_m_16;ibc_br_16;igp_m_15;ibc_br_15;igp_m_14;ibc_br_14;igp_m_13;ibc_br_13;Licms_sp;DLicms_sp;D2igp_m;Dibc_br;D2igp_m_22;Dibc_br_22;D2igp_m_21;Dibc_br_21;D2igp_m_20;Dibc_br_20;D2igp_m_19;Dibc_br_19;D2igp_m_18;Dibc_br_18;D2igp_m_17;Dibc_br_17;D2igp_m_16;Dibc_br_16;D2igp_m_15;Dibc_br_15;D2igp_m_14;Dibc_br_14;D2igp_m_13;Dibc_br_13;22_forecast_uni_fixed;22_forecast_uni_var;22_forecast_uni_mean_var;22_forecast_multi_fixed;22_forecast_multi_var;22_forecast_multi_mean_var;21_forecast_uni_fixed;21_forecast_uni_var;21_forecast_uni_mean_var;21_forecast_multi_fixed;21_forecast_multi_var;21_forecast_multi_mean_var;20_forecast_uni_fixed;20_forecast_uni_var;20_forecast_uni_mean_var;20_forecast_multi_fixed;20_forecast_multi_var;20_forecast_multi_mean_var;19_forecast_uni_fixed;19_forecast_uni_var;19_forecast_multi_fixed;19_forecast_multi_var;19_forecast_multi_mean_var;18_forecast_uni_fixed;18_forecast_uni_var;18_forecast_uni_mean_var;18_forecast_multi_fixed;18_forecast_multi_var;18_forecast_multi_mean_var;17_forecast_uni_fixed;17_forecast_uni_var;17_forecast_uni_mean_var;17_forecast_multi_fixed;17_forecast_multi_var;17_forecast_multi_mean_var;16_forecast_uni_fixed;16_forecast_uni_var;16_forecast_uni_mean_var;16_forecast_multi_fixed;16_forecast_multi_var;16_forecast_multi_mean_var;15_forecast_uni_fixed;15_forecast_uni_var;15_forecast_uni_mean_var;15_forecast_multi_var;15_forecast_multi_mean_var;14_forecast_uni_fixed;14_forecast_uni_var;13_forecast_uni_fixed;13_forecast_uni_var;13_forecast_uni_mean_var;13_forecast_multi_var;13_forecast_multi_mean_var;14_forecast_multi_fixed;14_forecast_multi_mean_var;14_forecast_multi_var;14_forecast_uni_mean_var
2005(2);2005-02-01;3877723655;333,288;104;18;333,288;104;333,288;104;333,288;104;333,288;104;333,288;104;333,288;104;333,288;104;333,288;104;333,288;104;333,288;104;22,07851413;-0,081951924;2,283;0,48;2,283;0,48;2,283;0,48;2,283;0,48;2,283;0,48;2,283;0,48;2,283;0,48;2,283;0,48;2,283;0,48;2,283;0,48;2,283;0,48;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2005(3);2005-03-01;3987763190;336,123;115,42;22;336,123;115,42;336,123;115,42;336,123;115,42;336,123;115,42;336,123;115,42;336,123;115,42;336,123;115,42;336,123;115,42;336,123;115,42;336,123;115,42;22,10649631;0,027982175;3,825;11,42;3,825;11,42;3,825;11,42;3,825;11,42;3,825;11,42;3,825;11,42;3,825;11,42;3,825;11,42;3,825;11,42;3,825;11,42;3,825;11,42;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2005(4);2005-04-01;4165236058;339,03;112,35;20;339,03;112,35;339,03;112,35;339,03;112,35;339,03;112,35;339,03;112,35;339,03;112,35;339,03;112,35;339,03;112,35;339,03;112,35;339,03;112,35;22,15003879;0,043542481;5,742;-3,07;5,742;-3,07;5,742;-3,07;5,742;-3,07;5,742;-3,07;5,742;-3,07;5,742;-3,07;5,742;-3,07;5,742;-3,07;5,742;-3,07;5,742;-3,07;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2005(5);2005-05-01;4065209079;338,299;110,86;21;338,299;110,86;338,299;110,86;338,299;110,86;338,299;110,86;338,299;110,86;338,299;110,86;338,299;110,86;338,299;110,86;338,299;110,86;338,299;110,86;22,12573101;-0,024307775;2,176;-1,49;2,176;-1,49;2,176;-1,49;2,176;-1,49;2,176;-1,49;2,176;-1,49;2,176;-1,49;2,176;-1,49;2,176;-1,49;2,176;-1,49;2,176;-1,49;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2005(6);2005-06-01;4129911715;336,801;111,5;22;336,801;111,5;336,801;111,5;336,801;111,5;336,801;111,5;336,801;111,5;336,801;111,5;336,801;111,5;336,801;111,5;336,801;111,5;336,801;111,5;22,14152187;0,015790855;-2,229;0,64;-2,229;0,64;-2,229;0,64;-2,229;0,64;-2,229;0,64;-2,229;0,64;-2,229;0,64;-2,229;0,64;-2,229;0,64;-2,229;0,64;-2,229;0,64;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2005(7);2005-07-01;4103806191;335,663;113,15;21;335,663;113,15;335,663;113,15;335,663;113,15;335,663;113,15;335,663;113,15;335,663;113,15;335,663;113,15;335,663;113,15;335,663;113,15;335,663;113,15;22,13518072;-0,006341148;-2,636;1,65;-2,636;1,65;-2,636;1,65;-2,636;1,65;-2,636;1,65;-2,636;1,65;-2,636;1,65;-2,636;1,65;-2,636;1,65;-2,636;1,65;-2,636;1,65;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2005(8);2005-08-01;4157096901;333,474;115,15;23;333,474;115,15;333,474;115,15;333,474;115,15;333,474;115,15;333,474;115,15;333,474;115,15;333,474;115,15;333,474;115,15;333,474;115,15;333,474;115,15;22,14808281;0,012902088;-3,327;2;-3,327;2;-3,327;2;-3,327;2;-3,327;2;-3,327;2;-3,327;2;-3,327;2;-3,327;2;-3,327;2;-3,327;2;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2005(9);2005-09-01;4308014895;331,69;110,95;21;331,69;110,95;331,69;110,95;331,69;110,95;331,69;110,95;331,69;110,95;331,69;110,95;331,69;110,95;331,69;110,95;331,69;110,95;331,69;110,95;22,18374305;0,035660247;-3,973;-4,2;-3,973;-4,2;-3,973;-4,2;-3,973;-4,2;-3,973;-4,2;-3,973;-4,2;-3,973;-4,2;-3,973;-4,2;-3,973;-4,2;-3,973;-4,2;-3,973;-4,2;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2005(10);2005-10-01;4337226225;333,694;111,33;20;333,694;111,33;333,694;111,33;333,694;111,33;333,694;111,33;333,694;111,33;333,694;111,33;333,694;111,33;333,694;111,33;333,694;111,33;333,694;111,33;22,19050086;0,006757808;0,22;0,38;0,22;0,38;0,22;0,38;0,22;0,38;0,22;0,38;0,22;0,38;0,22;0,38;0,22;0,38;0,22;0,38;0,22;0,38;0,22;0,38;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2005(11);2005-11-01;4367002421;335,033;111,73;20;335,033;111,73;335,033;111,73;335,033;111,73;335,033;111,73;335,033;111,73;335,033;111,73;335,033;111,73;335,033;111,73;335,033;111,73;335,033;111,73;22,19734267;0,006841804;3,343;0,4;3,343;0,4;3,343;0,4;3,343;0,4;3,343;0,4;3,343;0,4;3,343;0,4;3,343;0,4;3,343;0,4;3,343;0,4;3,343;0,4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2005(12);2005-12-01;4540354524;335,006;111,25;22;335,006;111,25;335,006;111,25;335,006;111,25;335,006;111,25;335,006;111,25;335,006;111,25;335,006;111,25;335,006;111,25;335,006;111,25;335,006;111,25;22,23627093;0,038928269;1,312;-0,48;1,312;-0,48;1,312;-0,48;1,312;-0,48;1,312;-0,48;1,312;-0,48;1,312;-0,48;1,312;-0,48;1,312;-0,48;1,312;-0,48;1,312;-0,48;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2006(1);2006-01-01;4500855445;338,083;108,55;22;338,083;108,55;338,083;108,55;338,083;108,55;338,083;108,55;338,083;108,55;338,083;108,55;338,083;108,55;338,083;108,55;338,083;108,55;338,083;108,55;22,22753331;-0,00873762;3,05;-2,7;3,05;-2,7;3,05;-2,7;3,05;-2,7;3,05;-2,7;3,05;-2,7;3,05;-2,7;3,05;-2,7;3,05;-2,7;3,05;-2,7;3,05;-2,7;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2006(2);2006-02-01;4183616163;338,128;107,8;19;338,128;107,8;338,128;107,8;338,128;107,8;338,128;107,8;338,128;107,8;338,128;107,8;338,128;107,8;338,128;107,8;338,128;107,8;338,128;107,8;22,15444182;-0,073091494;3,122;-0,75;3,122;-0,75;3,122;-0,75;3,122;-0,75;3,122;-0,75;3,122;-0,75;3,122;-0,75;3,122;-0,75;3,122;-0,75;3,122;-0,75;3,122;-0,75;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2006(3);2006-03-01;4294516988;337,339;119,09;22;337,339;119,09;337,339;119,09;337,339;119,09;337,339;119,09;337,339;119,09;337,339;119,09;337,339;119,09;337,339;119,09;337,339;119,09;337,339;119,09;22,18060493;0,026163107;-0,744;11,29;-0,744;11,29;-0,744;11,29;-0,744;11,29;-0,744;11,29;-0,744;11,29;-0,744;11,29;-0,744;11,29;-0,744;11,29;-0,744;11,29;-0,744;11,29;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2006(4);2006-04-01;4438785049;335,921;112,61;18;335,921;112,61;335,921;112,61;335,921;112,61;335,921;112,61;335,921;112,61;335,921;112,61;335,921;112,61;335,921;112,61;335,921;112,61;335,921;112,61;22,21364654;0,033041611;-2,207;-6,48;-2,207;-6,48;-2,207;-6,48;-2,207;-6,48;-2,207;-6,48;-2,207;-6,48;-2,207;-6,48;-2,207;-6,48;-2,207;-6,48;-2,207;-6,48;-2,207;-6,48;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2006(5);2006-05-01;4527037198;337,185;117,19;22;337,185;117,19;337,185;117,19;337,185;117,19;337,185;117,19;337,185;117,19;337,185;117,19;337,185;117,19;337,185;117,19;337,185;117,19;337,185;117,19;22,23333352;0,019686984;-0,154;4,58;-0,154;4,58;-0,154;4,58;-0,154;4,58;-0,154;4,58;-0,154;4,58;-0,154;4,58;-0,154;4,58;-0,154;4,58;-0,154;4,58;-0,154;4,58;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2006(6);2006-06-01;4516993118;339,712;114,4;21;339,712;114,4;339,712;114,4;339,712;114,4;339,712;114,4;339,712;114,4;339,712;114,4;339,712;114,4;339,712;114,4;339,712;114,4;339,712;114,4;22,23111237;-0,002221152;3,791;-2,79;3,791;-2,79;3,791;-2,79;3,791;-2,79;3,791;-2,79;3,791;-2,79;3,791;-2,79;3,791;-2,79;3,791;-2,79;3,791;-2,79;3,791;-2,79;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2006(7);2006-07-01;4389310789;340,312;119,41;21;340,312;119,41;340,312;119,41;340,312;119,41;340,312;119,41;340,312;119,41;340,312;119,41;340,312;119,41;340,312;119,41;340,312;119,41;340,312;119,41;22,20243806;-0,028674314;3,127;5,01;3,127;5,01;3,127;5,01;3,127;5,01;3,127;5,01;3,127;5,01;3,127;5,01;3,127;5,01;3,127;5,01;3,127;5,01;3,127;5,01;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2006(8);2006-08-01;4500399918;341,574;121,06;23;341,574;121,06;341,574;121,06;341,574;121,06;341,574;121,06;341,574;121,06;341,574;121,06;341,574;121,06;341,574;121,06;341,574;121,06;341,574;121,06;22,2274321;0,024994044;1,862;1,65;1,862;1,65;1,862;1,65;1,862;1,65;1,862;1,65;1,862;1,65;1,862;1,65;1,862;1,65;1,862;1,65;1,862;1,65;1,862;1,65;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2006(9);2006-09-01;4669949269;342,561;116,21;20;342,561;116,21;342,561;116,21;342,561;116,21;342,561;116,21;342,561;116,21;342,561;116,21;342,561;116,21;342,561;116,21;342,561;116,21;342,561;116,21;22,26441405;0,036981945;2,249;-4,85;2,249;-4,85;2,249;-4,85;2,249;-4,85;2,249;-4,85;2,249;-4,85;2,249;-4,85;2,249;-4,85;2,249;-4,85;2,249;-4,85;2,249;-4,85;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2006(10);2006-10-01;4712939035;344,155;119,33;21;344,155;119,33;344,155;119,33;344,155;119,33;344,155;119,33;344,155;119,33;344,155;119,33;344,155;119,33;344,155;119,33;344,155;119,33;344,155;119,33;22,27357755;0,009163504;2,581;3,12;2,581;3,12;2,581;3,12;2,581;3,12;2,581;3,12;2,581;3,12;2,581;3,12;2,581;3,12;2,581;3,12;2,581;3,12;2,581;3,12;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2006(11);2006-11-01;4766434794;346,746;118,67;20;346,746;118,67;346,746;118,67;346,746;118,67;346,746;118,67;346,746;118,67;346,746;118,67;346,746;118,67;346,746;118,67;346,746;118,67;346,746;118,67;22,28486444;0,01128689;4,185;-0,66;4,185;-0,66;4,185;-0,66;4,185;-0,66;4,185;-0,66;4,185;-0,66;4,185;-0,66;4,185;-0,66;4,185;-0,66;4,185;-0,66;4,185;-0,66;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2006(12);2006-12-01;4820778027;347,842;116,3;20;347,842;116,3;347,842;116,3;347,842;116,3;347,842;116,3;347,842;116,3;347,842;116,3;347,842;116,3;347,842;116,3;347,842;116,3;347,842;116,3;22,29620117;0,011336729;3,687;-2,37;3,687;-2,37;3,687;-2,37;3,687;-2,37;3,687;-2,37;3,687;-2,37;3,687;-2,37;3,687;-2,37;3,687;-2,37;3,687;-2,37;3,687;-2,37;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2007(1);2007-01-01;4980597530;349,593;114,79;22;349,593;114,79;349,593;114,79;349,593;114,79;349,593;114,79;349,593;114,79;349,593;114,79;349,593;114,79;349,593;114,79;349,593;114,79;349,593;114,79;22,32881571;0,032614538;2,847;-1,51;2,847;-1,51;2,847;-1,51;2,847;-1,51;2,847;-1,51;2,847;-1,51;2,847;-1,51;2,847;-1,51;2,847;-1,51;2,847;-1,51;2,847;-1,51;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2007(2);2007-02-01;4689489272;350,524;113,33;18;350,524;113,33;350,524;113,33;350,524;113,33;350,524;113,33;350,524;113,33;350,524;113,33;350,524;113,33;350,524;113,33;350,524;113,33;350,524;113,33;22,26858952;-0,06022619;2,682;-1,46;2,682;-1,46;2,682;-1,46;2,682;-1,46;2,682;-1,46;2,682;-1,46;2,682;-1,46;2,682;-1,46;2,682;-1,46;2,682;-1,46;2,682;-1,46;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
